_,id,name,address,city,state,zip,country,phone,type,ownership,emergency,quality,LAT,LON
200,200,Coober Pedy Hospital and Health Service,Lot 89 Hospital Road,Coober Pedy,SA,5723,Australia,08 8672 5009,Public,,No,,-29.004893,134.762066
201,201,Cooktown Hospital,48 Hope Street,Cooktown,Qld,4895,Australia,07 4043 0100,Public,,No,,-15.478067,145.249616
202,202,Coolah Multi Purpose Service,111-135 Martin Street,Coolah,NSW,2843,Australia,02 6377 9100,Public,,Yes,,-31.821473,149.710049
203,203,Coolamon Multi Purpose Service,Doctor Buchanan Drive,Coolamon,NSW,2701,Australia,02 6927 3303,Public,,Yes,,-34.819885,147.199329
204,204,Coolenberg Day Surgery,60 Lake Road,Port Macquarie,NSW,2444,Australia,02 6584 0368,Private,,No,,-31.439829,152.909473
205,205,Cooma Hospital,Bent Street,Cooma,NSW,2630,Australia,02 6455 3222,Public,,Yes,,-36.241389,149.130499
206,206,Coonabarabran Health Service,101-103 Edwards Street,Coonabarabran,NSW,2357,Australia,02 6826 6100,Public,,Yes,,-31.274791,149.284779
207,207,Coonamble Multi Purpose Service,150 Castlereagh Street,Coonamble,NSW,2829,Australia,02 6827 1100,Public,,Yes,,-30.964803,148.387527
208,208,Cootamundra Hospital,120 Mackay Street,Cootamundra,NSW,2590,Australia,02 6942 0444,Public,,Yes,,-34.634386,148.012796
209,209,Coral Tree Family Centre,Badajoz And Twin Roads,North Ryde,NSW,2113,Australia,02 9887 5830,Public,,No,,-33.804256,151.126212
210,210,Corowa Hospital,74 Guy Street,Corowa,NSW,2646,Australia,02 6033 1333,Public,,Yes,,-35.993528,146.383541
211,211,Corrigin Hospital,49 Kirkwood Street,Corrigin,WA,6375,Australia,08 9063 0333,Public,,No,,-32.324419,117.878816
212,212,Corymbia House,92 David Street,Dandenong,Vic,3175,Australia,03 9791 3533,Private,,No,,-37.977201,145.21715
213,213,Cowell District Hospital and Aged Care,17 South Terrace,Cowell,SA,5602,Australia,08 8629 2437,Public,,No,,-33.685299,136.921405
214,214,Cowra Health Service,64 Liverpool Street,Cowra,NSW,2794,Australia,02 6340 9000,Public,,Yes,,-33.832137,148.692376
215,215,Craigieburn Health Service,274-304 Craigieburn Road,Craigieburn,Vic,3064,Australia,03 8338 3000,Public,,No,,-37.596015,144.91928
216,216,Cranbourne Integrated Care Centre,140-154 Sladen Street,Cranbourne,Vic,3977,Australia,03 5990 6789,Public,,No,,-38.113312,145.280832
217,217,Creswick District Hospital,1 Napier Street,Creswick,Vic,3363,Australia,03 5345 2403,Public,,No,,-37.421192,143.891533
218,218,Crookwell Hospital,17 Kialla Road,Crookwell,NSW,2583,Australia,02 4832 1300,Public,,Yes,,-34.464222,149.467427
219,219,Crows Nest Day Surgery,"Level 1, 22 Clarke Street",Crows Nest,NSW,2065,Australia,02 9955 5677,Private,,No,,-33.825083,151.199293
220,220,Crystal Brook and District Hospital,Edmund Terrace,Crystal Brook,SA,5523,Australia,08 8636 1100,Public,,No,,-33.354297,138.213243
221,221,Culcairn Multi Purpose Service,51-55 Balfour Street,Culcairn,NSW,2660,Australia,02 6029 8203,Public,,Yes,,-35.667399,147.042104
222,222,Cumberland Hospital,1-11 Hainsworth Street,Westmead,NSW,2145,Australia,02 9840 3000,Public,,No,,-33.80159,150.995246
223,223,Cummins and District Memorial Hospital,19-21 Tumby Bay Road,Cummins,SA,5631,Australia,08 8688 2629,Public,,No,,-34.264155,135.73316
224,224,Cunderdin Hospital,Cubbine Road,Cunderdin,WA,6407,Australia,08 9635 2222,Public,,No,,-31.654404,117.244226
225,225,Cunnamulla Hospital,56 Wicks Street,Cunnamulla,Qld,4490,Australia,07 4655 8100,Public,,No,,-28.071658,145.690405
226,226,Dalby Hospital,Hospital Road,Dalby,Qld,4405,Australia,07 4669 0555,Public,,No,,-27.167153,151.278905
227,227,Dalwallinu Hospital,Myers Street,Dalwallinu,WA,6609,Australia,08 9661 0200,Public,,No,,-30.277229,116.656544
228,228,Dame Phyllis Frost Centre - Marmak unit,Riding-Boundary Road,Deer Park,Vic,3023,Australia,03 8684 0000,Public,,No,,-37.781307,144.742309
229,229,Dandenong Campus,105-135 David Street,Dandenong,Vic,3175,Australia,03 9554 1000,Public,,Yes,,-37.976459,145.218529
230,230,Darwin Private Hospital,Rocklands Drive,Tiwi,NT,810,Australia,08 8920 6011,Private,,No,,-12.357357,130.881789
231,231,David Berry Hospital,85 Tannery Road,Berry,NSW,2535,Australia,02 4464 1001,Public,,No,,-34.775909,150.712819
232,232,Daylesford District Hospital,13 Hospital Street,Daylesford,Vic,3460,Australia,03 5321 6500,Public,,No,,-37.337365,144.145774
233,233,Dee Why Endoscopy Unit,"Level 4, Suite 4402, Dee Why Grand, 834 Pittwater Road",Dee Why,NSW,2099,Australia,02 9982 6333,Private,,No,,-33.75674,151.28363
234,234,Delegate Multi Purpose Service,15 Craigie Street,Delegate,NSW,2633,Australia,02 6459 8000,Public,,Yes,,-37.04496,148.945958
235,235,Deloraine District Hospital,East Barrack Street,Deloraine,Tas,7304,Australia,03 6701 2111,Public,,No,,-41.528033,146.659605
236,236,Deniliquin Hospital,411 Charlotte Street,Deniliquin,NSW,2710,Australia,03 5882 2800,Public,,Yes,,-35.524044,144.963301
237,237,Denman Multi Purpose Service,51-53 Ogilvie Street,Denman,NSW,2328,Australia,02 6547 3999,Public,,Yes,,-32.389483,150.684453
238,238,Denmark Hospital and Health Service,50 Scotsdale Road,Denmark,WA,6333,Australia,08 9848 0600,Public,,No,,-34.957977,117.353489
239,239,Dental Health Services Victoria,720 Swanston Street,Carlton,Vic,3053,Australia,03 9341 1000,Public,,No,,-37.799299,144.964529
240,240,Derby Hospital,Clarendon Street,Derby,WA,6728,Australia,08 9193 3333,Public,,No,,-17.306339,123.633399
241,241,Diagnostic Endoscopy Centre,601/438 Victoria Street,Darlinghurst,NSW,2010,Australia,02 8382 6622,Private,,No,,-33.879519,151.220852
242,242,Dimboola District Hospital,32-36 Anderson Street,Dimboola,Vic,3414,Australia,03 5389 1301,Public,,No,,-36.449887,142.024286
243,243,Dirranbandi Hospital,Corner of Jane and Cowildi Streets,Dirranbandi,Qld,4486,Australia,07 4625 8222,Public,,No,,-28.579349,148.229159
244,244,Djerriwarrh Health Service [Bacchus Marsh],29-35 Grant Street,Bacchus Marsh,Vic,3340,Australia,03 5367 2000,Public,,No,,-37.678267,144.433264
245,245,Dongara Eneabba Mingenew Health Service,48 Blenheim Road,Dongara,WA,6525,Australia,08 9927 0200,Public,,No,,-29.265173,114.934179
246,246,Donnybrook Hospital,Bentley Street,Donnybrook,WA,6239,Australia,08 9780 4333,Public,,No,,-33.576942,115.816547
247,247,Donvale Rehabilitation Hospital,1119 Doncaster Road,Donvale,Vic,3111,Australia,03 9841 1400,Private,,No,,-37.789836,145.171655
248,248,Doomadgee Hospital,Sharpe Street,Doomadgee,Qld,4830,Australia,07 4745 8800,Public,,No,,-17.942527,138.825267
249,249,Dorrigo Multi Purpose Service,14 Beech Street,Dorrigo,NSW,2453,Australia,02 6692 7700,Public,,Yes,,-30.340625,152.713882
250,250,Dorset Rehabilitation Centre,146 Derby Street,Pascoe Vale,Vic,3044,Australia,03 8371 9477,Private,,No,,-37.723402,144.947436
251,251,Dubbo Hospital,Myall Street,Dubbo,NSW,2830,Australia,02 6809 6809,Public,,Yes,,-32.239339,148.620772
252,252,Dudley-Orange Private Hospital,261 March Street,Orange,NSW,2800,Australia,02 6362 8122,Private,,No,,-33.282219,149.121236
253,253,Dumbleyung Memorial Hospital,Mcintyre Street,Dumbleyung,WA,6350,Australia,08 9863 5222,Public,,No,,-33.310409,117.740499
254,254,Dunedoo Multi Purpose Service,70 Digilah Street,Dunedoo,NSW,2844,Australia,02 6370 3000,Public,,Yes,,-32.017204,149.397366
255,255,Dungog Hospital,58 Hospital Road,Dungog,NSW,2420,Australia,02 4995 7000,Public,,Yes,,-32.401948,151.746157
256,256,Dysart Hospital,Queen Elizabeth Drive,Dysart,Qld,4745,Australia,07 4941 1911,Public,,No,,-22.582729,148.353044
257,257,East Grampians Health Service [Ararat],Lot 5B Girdlestone Street,Ararat,Vic,3377,Australia,03 5352 9300,Public,,No,,-37.278816,142.932858
258,258,East Grampians Health Service [Willaura],Delacombe Way,Willaura,Vic,3379,Australia,03 5354 1600,Public,,No,,-37.544798,142.74587
259,259,East Wimmera Health Service [Birchip],26 Duncan Street,Birchip,Vic,3483,Australia,03 5477 7100,Public,,No,,-35.980167,142.915891
260,260,East Wimmera Health Service [Charlton],4 Menzies Street,Charlton,Vic,3525,Australia,03 5477 6800,Public,,No,,-36.271037,143.345889
261,261,East Wimmera Health Service [Donald],7 Aitken Avenue,Donald,Vic,3480,Australia,03 5478 6200,Public,,No,,-36.366895,142.976583
262,262,East Wimmera Health Service [St Arnaud],52 North Western Road,St Arnaud,Vic,3478,Australia,03 5477 2100,Public,,No,,-36.609275,143.246676
263,263,East Wimmera Health Service [Wycheproof],19 Grandview Street,Wycheproof,Vic,3527,Australia,03 5478 0700,Public,,No,,-36.078447,143.233779
264,264,Eastern Heart Clinic,"Level 3, Campus Centre Building, Prince of Wales Hospital, Barker Street",Randwick,NSW,2031,Australia,02 9382 0700,Private,,No,,-33.920616,151.237986
265,265,Echuca Regional Health,9-27 Francis Street,Echuca,Vic,3564,Australia,03 5485 5000,Public,,Yes,,-36.138186,144.748369
266,266,Edenhope and District Memorial Hospital,128-134 Elizabeth Street,Edenhope,Vic,3318,Australia,03 5585 9800,Public,,No,,-37.035323,141.288829
267,267,Eidsvold Hospital,Cracow Road,Eidsvold,Qld,4627,Australia,07 4165 7100,Public,,No,,-25.382639,151.125494
268,268,Ellen Barron Family Centre,Hamilton Road,Chermside,Qld,4032,Australia,07 3139 6500,Public,,No,,-27.385905,153.025152
269,269,Elliston Hospital,6 Memorial Terrace,Elliston,SA,5670,Australia,08 8687 9001,Public,,No,,-33.647912,134.892443
270,270,Emerald Hospital,69 Hospital Road,Emerald,Qld,4720,Australia,07 4987 9400,Public,,No,,-23.514826,148.154989
271,271,Epping Surgery Centre,"Suite 3, Oxford Place, 44-46 Oxford Street",Epping,NSW,2121,Australia,02 9868 6555,Private,,No,,-33.771132,151.083676
272,272,Epworth Cliveden,29 Simpson Street,East Melbourne,Vic,3002,Australia,03 9419 7122,Private,,No,,-37.815662,144.987547
273,273,Epworth Eastern,1 Arnold Street,Box Hill,Vic,3128,Australia,03 8807 7100,Private,,No,,-37.814678,145.119368
274,274,Epworth Freemasons [Clarendon Street],166 Clarendon Street,East Melbourne,Vic,3002,Australia,03 9483 3833,Private,,No,,-37.810694,144.984107
275,275,Epworth Freemasons [Victoria Parade],320 Victoria Parade,East Melbourne,Vic,3002,Australia,03 9418 8188,Private,,No,,-37.809284,144.98212
276,276,Epworth Geelong,1 Epworth Place,Waurn Ponds,Vic,3216,Australia,03 5271 7777,Private,,No,,-38.193882,144.302472
277,277,Epworth Hawthorn,50 Burwood Road,Hawthorn,Vic,3122,Australia,03 9415 5777,Private,,No,,-37.821229,145.023405
278,278,Epworth Rehabilitation Brighton,85 Wilson Street,Brighton,Vic,3186,Australia,03 9591 9200,Private,,No,,-37.913689,145.002815
279,279,Epworth Rehabilitation Camberwell,888 Toorak Road,Camberwell,Vic,3124,Australia,03 9809 2444,Private,,No,,-37.846223,145.054689
280,280,Epworth Rehabilitation Richmond,89 Bridge Road,Richmond,Vic,3121,Australia,03 9426 6666,Private,,No,,-37.817419,144.993503
281,281,Epworth Richmond,89 Bridge Road,Richmond,Vic,3121,Australia,03 9426 6666,Private,,No,,-37.817433,144.993029
282,282,Esk Hospital,30 Highland Street,Esk,Qld,4312,Australia,07 5424 4600,Public,,No,,-27.240398,152.418179
283,283,Esperance Hospital,Hicks Street,Esperance,WA,6450,Australia,08 9071 0888,Public,,No,,-33.856188,121.892205
284,284,Esperance Multi Purpose Centre,Chapman Avenue,Dover,Tas,7117,Australia,03 6298 9200,Public,,No,,-43.314749,147.016209
285,285,Essendon Private Hospital,35 Rosehill Road,West Essendon,Vic,3040,Australia,03 9337 9577,Private,,No,,-37.748597,144.885403
286,286,Eudunda Hospital,40 Ward Street,Eudunda,SA,5374,Australia,08 8566 2007,Public,,No,,-34.175482,139.090586
287,287,Eugowra Multipurpose Service,Cooper Street,Eugowra,NSW,2806,Australia,02 6850 4000,Public,,No,,-33.424421,148.366799
288,288,Exmouth Hospital,Lyon Street,Exmouth,WA,6707,Australia,08 9949 3666,Public,,No,,-21.928276,114.119882
289,289,Eye-Tech Day Surgeries,"Level 5, St Andrews Place, 33 North Street",Spring Hill,Qld,4000,Australia,07 3831 4244,Private,,No,,-27.461026,153.021898
290,290,Eye-Tech Day Surgeries Southside,22-26 Sanders Street,Upper Mt Gravatt,Qld,4122,Australia,07 3420 2666,Private,,No,,-27.557642,153.082042
291,291,Fairfield Hospital,Corner of Polding Street and Prairie Vale Road,Prairiewood,NSW,2176,Australia,02 9616 8111,Public,,Yes,,-33.860117,150.904339
292,292,Figtree Private Hospital,1 Suttor Place,Figtree,NSW,2525,Australia,02 4255 5000,Private,,No,,-34.440199,150.851024
293,293,Finley Hospital,20-22 Dawe Avenue,Finley,NSW,2713,Australia,03 5883 1133,Public,,Yes,,-35.641725,145.568139
294,294,Fiona Stanley Hospital,11 Robin Warren Drive,Murdoch,WA,6150,Australia,08 6152 2222,Public,,Yes,,-32.07012,115.846909
295,295,Fitzroy Crossing Hospital,Fallon Road,Fitzroy Crossing,WA,6765,Australia,08 9166 1777,Public,,No,,-18.191439,125.562765
296,296,Flinders Island Multi Purpose Centre,James Street,Whitemark,Tas,7255,Australia,03 6359 2122,Public,,No,,-40.121173,148.017059
297,297,Flinders Medical Centre,Flinders Drive,Bedford Park,SA,5042,Australia,08 8204 5511,Public,,Yes,,-35.022229,138.569439
298,298,Flinders Private Hospital,1 Flinders Drive,Bedford Park,SA,5042,Australia,08 8275 3333,Private,,No,,-35.020629,138.568089
299,299,Forster Private Hospital,29-41 South Street,Forster,NSW,2428,Australia,02 6555 1333,Private,,No,,-32.188561,152.514079
300,300,Frances Perry House,"Levels 6 and 7, Corner of Grattan Street and Flemington Road",Parkville,Vic,3052,Australia,03 9344 5000,Private,,No,,-37.798758,144.955135
301,301,Frankston Hospital,2 Hastings Road,Frankston,Vic,3199,Australia,03 9784 7777,Public,,Yes,,-38.150791,145.128428
302,302,Frankston Private Hospital,24-28 Frankston Flinders Road,Frankston,Vic,3199,Australia,03 8796 1300,Private,,No,,-38.154662,145.132902
303,303,Fremantle Hospital,Alma Street,Fremantle,WA,6160,Australia,08 9431 3333,Public,,No,,-32.058263,115.751448
304,304,Friendly Society Private Hospital,19-23 Bingera Street,Bundaberg,Qld,4670,Australia,07 4331 1000,Private,,No,,-24.870831,152.3429
305,305,Fullarton Private Hospital,293-295 Fullarton Road,Parkside,SA,5063,Australia,08 8272 0233,Private,,No,,-34.949265,138.624852
306,306,Gatton Hospital,97-103 William Street,Gatton,Qld,4343,Australia,07 5468 4188,Public,,No,,-27.566778,152.276269
307,307,Gawler Health Service,21 Hutchinson Road,Gawler East,SA,5118,Australia,08 8521 2000,Public,,Yes,,-34.593743,138.755044
308,308,Gayndah Hospital,69 Warton Street,Gayndah,Qld,4625,Australia,07 4161 3500,Public,,No,,-25.631384,151.604531
309,309,George Town Hospital and Community Health Centre,47 Anne Street,George Town,Tas,7253,Australia,03 6702 6020,Public,,No,,-41.103782,146.821149
310,310,Geraldton Hospital,51-85 Shenton Street,Geraldton,WA,6530,Australia,08 9956 2222,Public,,Yes,,-28.782808,114.610844
311,311,Gilgandra Multi Purpose Service,6 Chelmsford Avenue,Gilgandra,NSW,2827,Australia,02 6880 5900,Public,,Yes,,-31.704565,148.664889
312,312,Gin Gin Hospital,5 King Street,Gin Gin,Qld,4671,Australia,07 4157 2222,Public,,No,,-24.985707,151.953449
313,313,Gippsland Southern Health Service - Korumburra,69-75 Bridge Street,Korumburra,Vic,3950,Australia,03 5654 2777,Public,,No,,-38.430328,145.828249
314,314,Gippsland Southern Health Service - Leongatha,66 Koonawarra Road,Leongatha,Vic,3953,Australia,03 5667 5555,Public,,No,,-38.487171,145.950343
315,315,Gladstone Hospital,Park Street,Gladstone,Qld,4680,Australia,07 4976 3200,Public,,Yes,,-23.850654,151.248532
316,316,Glen Eira Day Surgery,544 Hawthorn Road,Caulfield South,Vic,3162,Australia,03 9595 6600,Private,,No,,-37.900377,145.019265
317,317,Glen Innes Hospital,94 Taylor Street,Glen Innes,NSW,2370,Australia,02 6739 0200,Public,,Yes,,-29.733293,151.731673
318,318,Glenelg Community Hospital Inc,5 Farrell Street,Glenelg South,SA,5045,Australia,08 8294 5555,Private,,No,,-34.990189,138.512321
319,319,Glenferrie Private Hospital,29 Hilda Crescent,Hawthorn,Vic,3122,Australia,03 9009 3800,Private,,No,,-37.819459,145.031544
320,320,Glengarry Private Hospital,53 Arnisdale Road,Duncraig,WA,6023,Australia,08 9447 0111,Private,,No,,-31.834253,115.784826
321,321,Glenside Health Services,226 Fullarton Road,Glenside,SA,5065,Australia,08 7087 1000,Public,,No,,-34.943429,138.627714
322,322,Gloucester Hospital,166-182 Church Street,Gloucester,NSW,2422,Australia,02 6538 5000,Public,,Yes,,-32.014787,151.958556
323,323,Gnowangerup Hospital,Yougenup Road,Gnowangerup,WA,6335,Australia,08 9827 2222,Public,,No,,-33.930469,118.002927
324,324,Gold Coast Private Hospital,14 Hill Street,Southport,Qld,4215,Australia,07 5530 0300,Private,,No,,-27.962084,153.385112
325,325,Gold Coast University Hospital,1 Hospital Boulevard,Southport,Qld,4215,Australia,07 5687 0000,Public,,Yes,,-27.958896,153.381173
326,326,Golf Links Road Rehabilitation Centre,125 Golf Links Road,Frankston,Vic,3199,Australia,03 9783 7277,Public,,No,,-38.173447,145.149769
327,327,Goodooga Health Service,49 Hammond Street,Goodooga,NSW,2831,Australia,02 6820 6200,Public,,No,,-29.110249,147.456114
328,328,Goomalling Hospital,Forrest Street,Goomalling,WA,6460,Australia,08 9629 0100,Public,,No,,-31.303928,116.831102
329,329,Goondiwindi Hospital,Bowen Street,Goondiwindi,Qld,4390,Australia,07 4578 2400,Public,,No,,-28.547951,150.302302
330,330,Gordonvale Hospital,1-11 Highleigh Road,Gordonvale,Qld,4865,Australia,07 4043 3100,Public,,No,,-17.087337,145.786159
331,331,Gosford Hospital,76 Holden Street,Gosford,NSW,2250,Australia,02 4320 2111,Public,,Yes,,-33.419451,151.340328
332,332,Goulburn Hospital,130 Goldsmith Street,Goulburn,NSW,2580,Australia,02 4827 3111,Public,,Yes,,-34.747527,149.712806
333,333,Goulburn Valley Health [Shepparton],2 Graham Street,Shepparton,Vic,3630,Australia,03 5832 2322,Public,,Yes,,-36.363625,145.404911
334,334,Goulburn Valley Health [Tatura],64-68 Park Street,Tatura,Vic,3616,Australia,03 5824 8400,Public,,No,,-36.439082,145.225535
335,335,Goulburn Valley Health [Waranga],14 Coyle Street,Rushworth,Vic,3612,Australia,03 5851 8050,Public,,No,,-36.587827,145.008593
336,336,Gove Hospital,80 Matthew Flinders Way,Nhulunbuy,NT,880,Australia,08 8987 0211,Public,,Yes,,-12.18602,136.777874
337,337,Gower Wilson Multi Purpose Service,Lagoon Road,Lord Howe Island,NSW,2898,Australia,02 6563 2000,Public,,No,,-31.535603,159.071307
338,338,Grafton Base Hospital,174 Arthur Street,Grafton,NSW,2460,Australia,02 6640 2222,Public,,Yes,,-29.674807,152.941274
339,339,Graylands Selby-Lemnos and Special Care Health Service,Brockway Road,Mount Claremont,WA,6010,Australia,08 9347 6600,Public,,No,,-31.961447,115.790855
340,340,Greenslopes Day Surgery,687 Logan Road,Greenslopes,Qld,4120,Australia,1800 802 562,Private,,No,,-27.510139,153.052889
341,341,Greenslopes Private Hospital,Newdegate Street,Greenslopes,Qld,4120,Australia,07 3394 7111,Private,,No,,-27.513052,153.046942
342,342,Greenwich Hospital,97-115 River Road,Greenwich,NSW,2065,Australia,02 9903 8333,Public,,No,,-33.827329,151.183376
343,343,Grenfell Multi Purpose Service,80-96 Cowra Road,Grenfell,NSW,2810,Australia,02 6349 1700,Public,,Yes,,-33.894286,148.167843
344,344,Griffith Hospital,1 Noorebar Avenue,Griffith,NSW,2680,Australia,02 6969 5555,Public,,Yes,,-34.282121,146.043774
345,345,Griffith Rehabilitation Hospital,13 Dunrobin Road,Hove,SA,5048,Australia,08 8298 4299,Private,,No,,-35.010285,138.523859
346,346,Gulargambone Multi Purpose Service,47 Bourbah Street,Gulargambone,NSW,2828,Australia,02 6827 4200,Public,,No,,-31.329812,148.469216
347,347,Gulgong Multi Purpose Service,34 Goolma Road,Gulgong,NSW,2852,Australia,02 6374 3400,Public,,Yes,,-32.366871,149.521893
348,348,Gumeracha District Soldiers' Memorial Hospital,2 Albert Street,Gumeracha,SA,5233,Australia,08 8209 9200,Public,,No,,-34.826269,138.881575
349,349,Gundagai Hospital,50 Tor Street,Gundagai,NSW,2722,Australia,02 6940 6300,Public,,Yes,,-35.051394,148.101764
350,350,Gunnedah Hospital,2 Marquis Street,Gunnedah,NSW,2380,Australia,02 6741 8000,Public,,Yes,,-30.983146,150.251339
351,351,Guyra Multi Purpose Service,44-48 Sole Street,Guyra,NSW,2365,Australia,02 6738 4000,Public,,Yes,,-30.213889,151.679112
352,352,Gympie Hospital,12 Henry Street,Gympie,Qld,4570,Australia,07 5489 8444,Public,,Yes,,-26.184353,152.658258
353,353,Gympie Private Hospital,78-82 Channon Street,Gympie,Qld,4570,Australia,07 5483 0500,Private,,No,,-26.184392,152.664191
354,354,Halls Creek Hospital,70 Roberta Avenue,Halls Creek,WA,6770,Australia,08 9168 9222,Public,,No,,-18.226008,127.666046
355,355,Hampstead Rehabilitation Centre,207-255 Hampstead Road,Northfield,SA,5085,Australia,08 8222 1600,Public,,No,,-34.860704,138.620381
356,356,Harvey Hospital,42 Hayward Street,Harvey,WA,6220,Australia,08 9782 2222,Public,,No,,-33.077554,115.896749
357,357,Hawker Memorial Hospital,Cradock Road,Hawker,SA,5434,Australia,08 8648 4007,Public,,No,,-31.893389,138.427841
358,358,Hawkesbury Hospital,2 Day Street,Windsor,NSW,2756,Australia,02 4560 5555,Public,,Yes,,-33.610712,150.820804
359,359,Hay Hospital,351 Murray Street,Hay,NSW,2711,Australia,02 6990 8700,Public,,Yes,,-34.500349,144.851433
360,360,Healesville Hospital and Yarra Valley Health,377 Maroondah Highway,Healesville,Vic,3777,Australia,03 5962 4300,Public,,No,,-37.646879,145.529032
361,361,Healthscope Independence Services,13 Corporate Drive,Moorabbin,Vic,3189,Australia,03 8551 8888,Private,,No,,-37.947818,145.081172
362,362,HealthWest (West Coast District Hospital at Queenstown),Orr Street,Queenstown,Tas,7467,Australia,03 6471 3300,Public,,No,,-42.081122,145.558303
363,363,Heathcote Health,39 Hospital Street,Heathcote,Vic,3523,Australia,03 5431 0900,Public,,No,,-36.925786,144.709499
364,364,Hedland Health Campus,34 Colebatch Way,South Hedland,WA,6722,Australia,08 9174 1410,Public,,Yes,,-20.413541,118.598178
365,365,Heidelberg Endoscopy & Day Surgery Centre,177-179 Northern Road,Heidelberg Heights,Vic,3081,Australia,03 9458 2200,Private,,No,,-37.730589,145.060271
366,366,Heidelberg Repatriation Hospital [Heidelberg West],300 Waterdale Road,Heidelberg West,Vic,3081,Australia,03 9496 5000,Public,,No,,-37.755973,145.04749
367,367,Henty Multi Purpose Service,7 Keighran Street,Henty,NSW,2658,Australia,02 6929 4999,Public,,Yes,,-35.515801,147.031847
368,368,Herberton Hospital,23 Grace Street,Herberton,Qld,4887,Australia,07 4096 1000,Public,,No,,-17.379371,145.38175
369,369,Hervey Bay Hospital,Corner of Nissen and Uraween Roads,Pialba,Qld,4655,Australia,07 4120 6666,Public,,Yes,,-25.298697,152.820639
370,370,Hervey Bay Surgical Hospital,146-150 Boat Harbour Drive,Pialba,Qld,4655,Australia,07 4194 4000,Private,,No,,-25.287202,152.834651
371,371,Hesse Rural Health Service [Winchelsea],8 Gosney Street,Winchelsea,Vic,3241,Australia,03 5267 1200,Public,,No,,-38.243369,143.985357
372,372,Heywood Rural Health,21 Barclay Street,Heywood,Vic,3304,Australia,03 5527 0555,Public,,No,,-38.137788,141.624256
373,373,Hillcrest Rockhampton Private Hospital,4 Talford Street,Rockhampton,Qld,4700,Australia,07 4932 1321,Private,,No,,-23.377595,150.496076
374,374,Hillston Hospital,48C Burns Street,Hillston,NSW,2675,Australia,02 6961 7200,Public,,Yes,,-33.478793,145.539032
375,375,Hobart Private Hospital,Argyle Street,Hobart,Tas,7000,Australia,03 6214 3000,Private,,No,,-42.880752,147.329886
376,376,Hobsons Bay Endoscopy Centre Altona,Corner of Queen and Sargood Streets,Altona,Vic,3018,Australia,03 9398 8800,Private,,No,,-37.869448,144.828494
377,377,Hobsons Bay Endoscopy Centre Sydenham,566 Melton Highway,Sydenham,Vic,3037,Australia,03 8361 6400,Private,,No,,-37.693365,144.758677
378,378,Hobsons Bay Endoscopy Centre Werribee,179 Princes Highway,Werribee,Vic,3030,Australia,03 9731 8000,Private,,No,,-37.890649,144.686494
379,379,Holbrook Hospital,Bowler Street,Holbrook,NSW,2644,Australia,02 6036 2522,Public,,Yes,,-35.723991,147.320276
380,380,Hollywood Private Hospital,Monash Avenue,Nedlands,WA,6009,Australia,08 9346 6000,Private,,No,,-31.969693,115.809148
381,381,Holmesglen Private Hospital,490 South Road,Moorabbin,Vic,3189,Australia,03 9567 9000,Private,,No,,-37.935738,145.050581
382,382,Holy Spirit Northside Private Hospital,627 Rode Road,Chermside,Qld,4032,Australia,07 3326 3000,Private,,No,,-27.390688,153.022728
383,383,Home Hill Hospital,Tenth Avenue,Home Hill,Qld,4806,Australia,07 4790 5700,Public,,No,,-19.661764,147.416759
384,384,Hopewell Hospice,88 Allied Drive,Arundel,Qld,4214,Australia,07 5563 2930,Private,,No,,-27.938981,153.380619
385,385,Hornsby Ku-ring-gai Hospital,36-76 Palmerston Road,Hornsby,NSW,2077,Australia,02 9477 9123,Public,,Yes,,-33.701448,151.112941
386,386,Hughenden Hospital,14 Richmond Hill Drive,Hughenden,Qld,4821,Australia,07 4741 2800,Public,,No,,-20.8424,144.1892
387,387,Hunter New England Mater Mental Health Service,Edith Street,Waratah,NSW,2298,Australia,02 4033 5000,Public,,No,,-32.897873,151.720669
388,388,Hunter Valley Private Hospital,20 Mawson Street,Shortland,NSW,2307,Australia,02 4944 3744,Private,,No,,-32.883085,151.695054
389,389,Hunters Hill Private Hospital,9 Mount Street,Hunters Hill,NSW,2110,Australia,02 8876 9300,Private,,No,,-33.835273,151.150172
390,390,Huon Eldercare,3278 Huon Highway,Franklin,Tas,7113,Australia,03 6264 7100,Public,,No,,-43.080869,147.016382
391,391,Hurstville Private,37 Gloucester Road,Hurstville,NSW,2220,Australia,02 9579 7777,Private,,No,,-33.962333,151.095989
392,392,Illawarra Mental Health Services,,,NSW,2500,Australia,,Public,,No,,-34.42623,150.891252
393,393,Ingham Hospital,2-16 Mcilwraith Street,Ingham,Qld,4850,Australia,07 4720 3000,Public,,No,,-18.652293,146.164222
394,394,Inglewood & District Health Service,3 Hospital Street,Inglewood,Vic,3517,Australia,03 5431 7000,Public,,No,,-36.572147,143.873755
395,395,Inglewood Hospital,Cunningham Highway,Inglewood,Qld,4387,Australia,07 4652 0888,Public,,No,,-28.417647,151.061856
396,396,Injune Hospital,Fifth Avenue,Injune,Qld,4454,Australia,07 4626 1188,Public,,No,,-25.847096,148.562471
397,397,Innisfail Hospital,87 Rankin Street,Innisfail,Qld,4860,Australia,07 4016 1411,Public,,No,,-17.518939,146.030049
398,398,Inverell Hospital,41 Swanbrook Road,Inverell,NSW,2360,Australia,02 6721 9500,Public,,Yes,,-29.770728,151.130139
